,date,content,coordinates,place
483,2022-04-11 07:39:18+00:00,"Twitter friends, will be organizing a fundraising to help out our brother and sisters in Leyte! Tap in if you’d like to join :) ‼️ this move has no political influence ‼️","{'longitude': 123.8393178, 'latitude': 10.4764289}","{'fullName': 'Danao City, Central Visayas', 'name': 'Danao City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
484,2022-04-11 07:36:20+00:00,Ulan init,"{'longitude': 123.6631764, 'latitude': 8.1827815}","{'fullName': 'Tudela, Northern Mindanao', 'name': 'Tudela', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
485,2022-04-11 07:33:38+00:00,Ulan na sad🌧,"{'longitude': 125.2731941, 'latitude': 6.7699101}","{'fullName': 'Santa Cruz, Davao Region', 'name': 'Santa Cruz', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
486,2022-04-11 07:31:51+00:00,Unta good weather na next week mawa nang bagyo kay unsaon nlang among flight 🙏🏼🙏🏼,"{'longitude': 124.9639658, 'latitude': 6.9656884}","{'fullName': 'Kidapawan City, Soccsksargen', 'name': 'Kidapawan City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
487,2022-04-11 07:23:53+00:00,"Yes niubdang ang ulan! Maka hapak hapak tag bola run!
Pasingot! 🎾 🎾","{'longitude': 124.3872328, 'latitude': 8.3838982}","{'fullName': 'Alubijid, Northern Mindanao', 'name': 'Alubijid', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
488,2022-04-11 07:22:07+00:00,"Meanwhile, in a nearby barangay, a Ceres bus owned by Vallacar Transit slightly flipped over to its side as it traverses the ravaging flood water.

📸Contributed photos","{'longitude': 121.2824953, 'latitude': 9.4212592}","{'fullName': 'Western Visayas, Republic of the Philippines', 'name': 'Western Visayas', 'type': 'admin', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
489,2022-04-11 07:22:07+00:00,"As the night draws near, residents situated in the housing projects of National Housing Authority (NHA) in Brgy Tipacla in Ajuy, Iloilo cries for help amidst the increasing flood waters caused by tropical depression #AgatonPH. 

@MovePH @rapplerdotcom https://t.co/5RwEgmMi7d","{'longitude': 121.2824953, 'latitude': 9.4212592}","{'fullName': 'Western Visayas, Republic of the Philippines', 'name': 'Western Visayas', 'type': 'admin', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
490,2022-04-11 07:21:11+00:00,Gabinaskog pagid ulan ya,"{'longitude': 122.7256552, 'latitude': 11.375959}","{'fullName': 'Panitan, Western Visayas', 'name': 'Panitan', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
491,2022-04-11 07:13:37+00:00,Okey lapit na alas kwatro! mag ulan napud ni.,"{'longitude': 125.0103034, 'latitude': 5.9587436}","{'fullName': 'Gen. Santos City, Soccsksargen', 'name': 'Gen. Santos City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
492,2022-04-11 07:12:24+00:00,Lubog na naman sa baha ang lutod2 ya. Tama na nga ulan Lord. ☹️🙏🏻,"{'longitude': 122.900966, 'latitude': 11.3713887}","{'fullName': 'President Roxas, Western Visayas', 'name': 'President Roxas', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
493,2022-04-11 07:11:14+00:00,HELP https://t.co/I3GERnOOX4,"{'longitude': 125.2148204, 'latitude': 6.9590062}","{'fullName': 'Davao City, Davao Region', 'name': 'Davao City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
494,2022-04-11 07:10:55+00:00,"Tulong tulong. Maging mapagmatsag sa baba. Pag may vlogger or paid troll na magkakalat nito, ireport po natin sa @lawyersforleni. https://t.co/2fBSujb9uB","{'longitude': 120.4826918, 'latitude': 15.9226947}","{'fullName': 'Urdaneta City, Ilocos Region', 'name': 'Urdaneta City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
495,2022-04-11 07:10:48+00:00,Wala ya naka prepare maayo ang mga tawo sa bagyo nga ni. Daw sobra na ya isa ka adlaw nga inulan kundi baha naman. Tsk. Tama na nga ulan Lord. 🥺,"{'longitude': 122.900966, 'latitude': 11.3713887}","{'fullName': 'President Roxas, Western Visayas', 'name': 'President Roxas', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
496,2022-04-11 07:07:13+00:00,"Ulan ulan...
Pero ang gihandom katong naay pataban stapler.","{'longitude': 124.3872328, 'latitude': 8.3838982}","{'fullName': 'Alubijid, Northern Mindanao', 'name': 'Alubijid', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
497,2022-04-11 07:04:58+00:00,@albutra Aww.. non stop kuno ulan sa iloilo?,"{'longitude': 121.0167613, 'latitude': 14.5674476}","{'fullName': 'Mandaluyong City, National Capital Region', 'name': 'Mandaluyong City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
498,2022-04-11 06:59:58+00:00,@itsShowtimeNa  what help you can do sa mga nabiktima ng bagyo?,"{'longitude': 123.2118768, 'latitude': 13.5153454}","{'fullName': 'Pili, Bicol Region', 'name': 'Pili', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
499,2022-04-11 06:59:10+00:00,Sana after travel you can extend help Visayas at Mindanao @KimChiuFBpage @prinsesachinita  i know you are blessed naman,"{'longitude': 123.2118768, 'latitude': 13.5153454}","{'fullName': 'Pili, Bicol Region', 'name': 'Pili', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
